Name	Copy	Chrom	Start	End	IncludedTargets	CaptureType
iSNP-50	C0	PvP01_09_v1	1198057	1198357	iSNP-50	targets
SNP-174	C0	PvP01_09_v1	1199341	1199641	SNP-174	targets
iSNP-51	C0	PvP01_09_v1	1324999	1325299	iSNP-51	targets
SNP-175	C0	PvP01_09_v1	1365502	1365802	SNP-175	targets
SNP-176	C0	PvP01_09_v1	1369526	1369826	SNP-176	targets
SNP-177	C0	PvP01_09_v1	1404471	1404771	SNP-177	targets
iSNP-52	C0	PvP01_09_v1	1725341	1725641	iSNP-52	targets
iSNP-53	C0	PvP01_09_v1	1726342	1726642	iSNP-53	targets
iSNP-54	C0	PvP01_09_v1	1728811	1729111	iSNP-54	targets
iSNP-55	C0	PvP01_09_v1	1729821	1730121	iSNP-55	targets
iSNP-56	C0	PvP01_09_v1	1730304	1730604	iSNP-56	targets
iSNP-57	C0	PvP01_09_v1	1733136	1733436	iSNP-57	targets
iSNP-58	C0	PvP01_09_v1	1740918	1741218	iSNP-58	targets
ApiAP2-1	C0	PvP01_09_v1	1745463	1745763	ApiAP2-1	targets
SNP-178	C0	PvP01_09_v1	1751703	1752003	SNP-178	targets
iSNP-59	C0	PvP01_09_v1	1759710	1760010	iSNP-59	targets
SNP-179	C0	PvP01_09_v1	1874451	1874751	SNP-179	targets
SNP-180	C0	PvP01_09_v1	1896201	1896501	SNP-180	targets
SNP-181	C0	PvP01_09_v1	1914607	1914907	SNP-181	targets
SNP-182	C0	PvP01_09_v1	1950655	1951027	SNP-182,SNP-183	targets
SNP-184	C0	PvP01_09_v1	2101081	2101381	SNP-184	targets
MAEBL-1	C0	PvP01_09_v1	2122843	2123143	MAEBL-1	targets
MAEBL-2	C0	PvP01_09_v1	2124118	2124418	MAEBL-2	targets
iSNP-60	C0	PvP01_10_v1	337158	337458	iSNP-60	targets
SNP-185	C0	PvP01_10_v1	600835	601135	SNP-185	targets
SNP-186	C0	PvP01_10_v1	653789	654089	SNP-186	targets
CCR4	C0	PvP01_10_v1	654686	654986	CCR4	targets
iSNP-61	C0	PvP01_10_v1	753494	753794	iSNP-61	targets
PhLP3	C0	PvP01_10_v1	787994	788294	PhLP3	targets
SNP-187	C0	PvP01_10_v1	836252	836552	SNP-187	targets
SNP-188	C0	PvP01_10_v1	928532	928832	SNP-188	targets
iSNP-62	C0	PvP01_10_v1	987710	988010	iSNP-62	targets
RNAPI	C0	PvP01_10_v1	1071953	1072253	RNAPI	targets
SNP-189	C0	PvP01_10_v1	1097790	1098090	SNP-189	targets
SNP-190	C0	PvP01_10_v1	1154075	1154375	SNP-190	targets
SNP-191	C0	PvP01_10_v1	1159702	1160002	SNP-191	targets
ALP2b-1	C0	PvP01_10_v1	1228798	1229098	ALP2b-1	targets
ALP2b-2	C0	PvP01_10_v1	1229265	1229565	ALP2b-2	targets
ALP2b-3	C0	PvP01_10_v1	1230222	1230522	ALP2b-3	targets
SNP-192	C0	PvP01_10_v1	1280040	1280340	SNP-192	targets
SNP-193	C0	PvP01_10_v1	1384043	1384343	SNP-193	targets
iSNP-63	C0	PvP01_11_v1	38802	39102	iSNP-63	targets
SNP-194	C0	PvP01_11_v1	176050	176350	SNP-194	targets
SNP-195	C0	PvP01_11_v1	213677	213977	SNP-195	targets
iSNP-64	C0	PvP01_11_v1	284271	284571	iSNP-64	targets
SNP-196	C0	PvP01_11_v1	313075	313375	SNP-196	targets
SNP-197	C0	PvP01_11_v1	361755	362055	SNP-197	targets
SNP-198	C0	PvP01_11_v1	373283	373583	SNP-198	targets
SNP-199	C0	PvP01_11_v1	383893	384193	SNP-199	targets
SNP-200	C0	PvP01_11_v1	432236	432536	SNP-200	targets
iSNP-65	C0	PvP01_11_v1	438627	438927	iSNP-65	targets
SNP-201	C0	PvP01_11_v1	446053	446353	SNP-201	targets
SNP-202	C0	PvP01_11_v1	498890	499190	SNP-202	targets
SNP-203	C0	PvP01_11_v1	536444	536744	SNP-203	targets
SNP-204	C0	PvP01_11_v1	643779	644079	SNP-204	targets
ARK3	C0	PvP01_11_v1	651193	651493	ARK3	targets
iSNP-66	C0	PvP01_11_v1	786318	786618	iSNP-66	targets
SNP-205	C0	PvP01_11_v1	853714	854014	SNP-205	targets
PK4	C0	PvP01_11_v1	917076	917376	PK4	targets
iSNP-67	C0	PvP01_11_v1	921077	921377	iSNP-67	targets
iSNP-68	C0	PvP01_11_v1	960554	960854	iSNP-68	targets
ACS-1	C0	PvP01_11_v1	963241	963541	ACS-1	targets
ACS-2	C0	PvP01_11_v1	964539	964839	ACS-2	targets
iSNP-69	C0	PvP01_11_v1	985099	985399	iSNP-69	targets
SNP-206	C0	PvP01_11_v1	1029900	1030200	SNP-206	targets
SNP-207	C0	PvP01_11_v1	1056101	1056401	SNP-207	targets
SNP-208	C0	PvP01_11_v1	1075394	1075694	SNP-208	targets
SNP-209	C0	PvP01_11_v1	1148766	1149066	SNP-209	targets
AP2-SP3	C0	PvP01_11_v1	1172325	1172625	AP2-SP3	targets
iSNP-70	C0	PvP01_11_v1	1187579	1188144	iSNP-70,iSNP-71	targets
iSNP-72	C0	PvP01_11_v1	1190637	1190937	iSNP-72	targets
SNP-210	C0	PvP01_11_v1	1195741	1196041	SNP-210	targets
iSNP-73	C0	PvP01_11_v1	1246078	1246378	iSNP-73	targets
iSNP-74	C0	PvP01_11_v1	1246407	1246707	iSNP-74	targets
iSNP-75	C0	PvP01_11_v1	1253799	1254099	iSNP-75	targets
MSP10	C0	PvP01_11_v1	1256007	1256307	MSP10	targets
iSNP-76	C0	PvP01_11_v1	1260889	1261189	iSNP-76	targets
SNP-211	C0	PvP01_11_v1	1262801	1263101	SNP-211	targets
PSOP25-1	C0	PvP01_11_v1	1266034	1266357	PSOP25-1,PSOP25-2	targets
SNP-212	C0	PvP01_11_v1	1272656	1272956	SNP-212	targets
SNP-213	C0	PvP01_11_v1	1281761	1282061	SNP-213	targets
ACS12	C0	PvP01_11_v1	1283272	1283572	ACS12	targets
iSNP-77	C0	PvP01_11_v1	1307961	1308261	iSNP-77	targets
iSNP-78	C0	PvP01_11_v1	1321694	1321994	iSNP-78	targets
iSNP-79	C0	PvP01_11_v1	1354143	1354443	iSNP-79	targets
SNP-214	C0	PvP01_11_v1	1367204	1367504	SNP-214	targets
SNP-215	C0	PvP01_11_v1	1392672	1392972	SNP-215	targets
SNP-216	C0	PvP01_11_v1	1430381	1430681	SNP-216	targets
iSNP-80	C0	PvP01_11_v1	1440065	1440365	iSNP-80	targets
iSNP-81	C0	PvP01_11_v1	1442007	1442307	iSNP-81	targets
SNP-217	C0	PvP01_11_v1	1448817	1449117	SNP-217	targets
iSNP-82	C0	PvP01_11_v1	1451693	1451993	iSNP-82	targets
GWT1	C0	PvP01_11_v1	1453736	1454036	GWT1	targets
iSNP-83	C0	PvP01_11_v1	1474451	1474751	iSNP-83	targets
iSNP-84	C0	PvP01_11_v1	1479873	1480173	iSNP-84	targets
iSNP-85	C0	PvP01_11_v1	1480478	1480778	iSNP-85	targets
NAR1	C0	PvP01_11_v1	1488998	1489298	NAR1	targets
ApiAP2-2	C0	PvP01_11_v1	1508183	1508483	ApiAP2-2	targets
ApiAP2-3	C0	PvP01_11_v1	1513951	1514251	ApiAP2-3	targets
SNP-218	C0	PvP01_11_v1	1532140	1532440	SNP-218	targets
ROP14	C0	PvP01_11_v1	1537505	1537805	ROP14	targets
iSNP-86	C0	PvP01_11_v1	1548240	1548540	iSNP-86	targets
iSNP-87	C0	PvP01_11_v1	1548590	1548890	iSNP-87	targets
iSNP-88	C0	PvP01_11_v1	1553161	1553461	iSNP-88	targets
iSNP-89	C0	PvP01_11_v1	1569788	1570362	iSNP-89,SNP-219	targets
iSNP-90	C0	PvP01_11_v1	1609682	1609982	iSNP-90	targets
SPT5	C0	PvP01_11_v1	1625828	1626128	SPT5	targets
SNP-220	C0	PvP01_11_v1	1646565	1646865	SNP-220	targets
SNP-221	C0	PvP01_11_v1	1651223	1651523	SNP-221	targets
SNP-222	C0	PvP01_11_v1	1695671	1695971	SNP-222	targets
SNP-223	C0	PvP01_11_v1	1806096	1806396	SNP-223	targets
SNP-224	C0	PvP01_11_v1	1885712	1886012	SNP-224	targets
SNP-225	C0	PvP01_11_v1	1913150	1913450	SNP-225	targets
SNP-226	C0	PvP01_11_v1	1939660	1939960	SNP-226	targets
SNP-227	C0	PvP01_11_v1	1961763	1962063	SNP-227	targets
SNP-228	C0	PvP01_11_v1	2006086	2006386	SNP-228	targets
iSNP-112	C0	PvP01_13_v1	164948	165248	iSNP-112	targets
SNP-274	C0	PvP01_13_v1	290507	290807	SNP-274	targets
iSNP-113	C0	PvP01_13_v1	331106	331406	iSNP-113	targets
CRMP3-1	C0	PvP01_13_v1	334239	334607	CRMP3-1,SNP-275	targets
SNP-276	C0	PvP01_13_v1	334767	335067	SNP-276	targets
SNP-277	C0	PvP01_13_v1	336810	337112	SNP-277,CRMP3-2	targets
iSNP-114	C0	PvP01_13_v1	391896	392196	iSNP-114	targets
SNP-278	C0	PvP01_13_v1	418477	418777	SNP-278	targets
SNP-279	C0	PvP01_13_v1	519028	519328	SNP-279	targets
SNP-280	C0	PvP01_13_v1	609950	610250	SNP-280	targets
SNP-281	C0	PvP01_13_v1	665853	666153	SNP-281	targets
SNP-282	C0	PvP01_13_v1	756682	756982	SNP-282	targets
SYN11	C0	PvP01_13_v1	821334	821634	SYN11	targets
SNP-283	C0	PvP01_13_v1	995970	996270	SNP-283	targets
SNP-284	C0	PvP01_13_v1	1000227	1000527	SNP-284	targets
SNP-285	C0	PvP01_13_v1	1055760	1056060	SNP-285	targets
SNP-286	C0	PvP01_13_v1	1211115	1211415	SNP-286	targets
iSNP-115	C0	PvP01_13_v1	1284207	1284507	iSNP-115	targets
SNP-287	C0	PvP01_13_v1	1285176	1285476	SNP-287	targets
SNP-288	C0	PvP01_13_v1	1394944	1395244	SNP-288	targets
SNP-289	C0	PvP01_13_v1	1433858	1434158	SNP-289	targets
SNP-290	C0	PvP01_13_v1	1477862	1478162	SNP-290	targets
iSNP-116	C0	PvP01_13_v1	1551846	1552146	iSNP-116	targets
RAP1-1	C0	PvP01_13_v1	1661157	1661467	RAP1-1,RAP1-2	targets
iSNP-117	C0	PvP01_13_v1	1696636	1696936	iSNP-117	targets
SNP-291	C0	PvP01_13_v1	1771853	1772153	SNP-291	targets
iSNP-118	C0	PvP01_13_v1	1943701	1944001	iSNP-118	targets
SNP-292	C0	PvP01_13_v1	1982723	1983023	SNP-292	targets
SNP-347	C0	PvP01_API_v1	0	204	SNP-347	targets
SNP-348	C0	PvP01_API_v1	513	813	SNP-348	targets
SNP-349	C0	PvP01_API_v1	1034	1556	SNP-349,SNP-350	targets
RPL4	C0	PvP01_API_v1	1994	2294	RPL4	targets
RPL23	C0	PvP01_API_v1	2301	2610	RPL23,SNP-351	targets
SNP-352	C0	PvP01_API_v1	2631	2931	SNP-352	targets
SNP-353	C0	PvP01_API_v1	3100	3400	SNP-353	targets
SNP-354	C0	PvP01_API_v1	4019	4932	SNP-354,SNP-355,SNP-356,SNP-357,SNP-358	targets
SNP-359	C0	PvP01_API_v1	5132	5977	SNP-359,RPS8,SNP-360,SNP-361,SNP-362	targets
SNP-363	C0	PvP01_API_v1	6067	7422	SNP-363,SNP-364,SNP-365,SNP-366,SNP-367,SNP-368	targets
SNP-369	C0	PvP01_API_v1	7753	8143	SNP-369,SNP-370,RPS12	targets
SNP-371	C0	PvP01_API_v1	8147	8447	SNP-371	targets
SNP-372	C0	PvP01_API_v1	8674	9338	SNP-372,SNP-373,TUFA,SNP-374	targets
SNP-375	C0	PvP01_API_v1	9553	10110	SNP-375,ORF78	targets
SNP-376	C0	PvP01_API_v1	11034	11554	SNP-376,SNP-377	targets
SNP-378	C0	PvP01_API_v1	12472	12772	SNP-378	targets
SNP-379	C0	PvP01_API_v1	12820	13291	SNP-379,SNP-11	targets
SNP-380	C0	PvP01_API_v1	14056	14791	SNP-380,SNP-381,SNP-382,SNP-383,SNP-384,rpoD-2	targets
SNP-385	C0	PvP01_API_v1	15490	16971	SNP-385,SNP-386,SNP-387,rpoD-1,SNP-388,SNP-389,SNP-390,SNP-391,SNP-392,SNP-393,SNP-394	targets
SNP-395	C0	PvP01_API_v1	17556	17856	SNP-395	targets
SNP-396	C0	PvP01_API_v1	17884	18850	SNP-396,rpoC-3,SNP-397,rpoC-1,SNP-398,SNP-399,rpoC-2,SNP-400	targets
rpoC-4	C0	PvP01_API_v1	18957	19576	rpoC-4,SNP-401,SNP-402,SNP-403	targets
SNP-404	C0	PvP01_API_v1	19724	20320	SNP-404,SNP-405,SNP-406,SNP-407	targets
SNP-408	C0	PvP01_API_v1	20377	20677	SNP-408	targets
SNP-409	C0	PvP01_API_v1	21600	21900	SNP-409	targets
SNP-410	C0	PvP01_API_v1	22072	22828	SNP-410,SNP-411,SNP-412,ORF51,SNP-413	targets
SNP-414	C0	PvP01_API_v1	23318	24630	SNP-414,SNP-415,SNP-416,SNP-417,SNP-418,SNP-419,SNP-420,SNP-421,SNP-422,SNP-423,SNP-424,SNP-425,SNP-426	targets
SNP-427	C0	PvP01_API_v1	25619	25919	SNP-427	targets
SNP-428	C0	PvP01_API_v1	26299	26769	SNP-428,SNP-429	targets
SNP-430	C0	PvP01_API_v1	26842	27142	SNP-430	targets
SNP-431	C0	PvP01_API_v1	28903	29203	SNP-431	targets
SNP-432	C0	Transfer.PvP01_00_134.final	1365	1665	SNP-432	targets
